trip_id,duration,start_time,end_time,start_station,start_lat,start_lon,end_station,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type
65412497,20,1/1/18 0:59,1/1/18 1:19,3049,34.056969,-118.253593,3040,34.05357,-118.266357,5791,0,One Way,Walk-up
65412494,7,1/1/18 1:00,1/1/18 1:07,4147,34.145248,-118.15007,4160,34.133011,-118.14856,12446,0,One Way,Walk-up
65412495,19,1/1/18 1:00,1/1/18 1:19,3049,34.056969,-118.253593,3040,34.05357,-118.266357,11991,0,One Way,Walk-up
65412493,3,1/1/18 1:07,1/1/18 1:10,3031,34.044701,-118.252441,3029,34.048851,-118.246422,6220,30,One Way,Monthly Pass
65412491,1,1/1/18 1:11,1/1/18 1:12,3027,34.04998,-118.247162,3027,34.04998,-118.247162,6480,0,Round Trip,Walk-up
65412492,8,1/1/18 1:11,1/1/18 1:19,3035,34.048401,-118.260948,3040,34.05357,-118.266357,6167,0,One Way,Walk-up
65412489,21,1/1/18 1:13,1/1/18 1:34,3027,34.04998,-118.247162,3067,34.045181,-118.250237,5920,0,One Way,Walk-up
65412490,18,1/1/18 1:13,1/1/18 1:31,3078,34.064281,-118.238937,3022,34.04607,-118.233093,11995,30,One Way,Monthly Pass
65412487,5,1/1/18 1:14,1/1/18 1:19,3007,34.05048,-118.254593,3055,34.044159,-118.251579,5949,30,One Way,Monthly Pass
65412488,20,1/1/18 1:14,1/1/18 1:34,3027,34.04998,-118.247162,3067,34.045181,-118.250237,5765,0,One Way,Walk-up
65412485,18,1/1/18 1:17,1/1/18 1:35,3030,34.051941,-118.24353,3022,34.04607,-118.233093,6623,0,One Way,Walk-up
65412486,17,1/1/18 1:17,1/1/18 1:34,3027,34.04998,-118.247162,3067,34.045181,-118.250237,12132,0,One Way,Walk-up
65412484,17,1/1/18 1:18,1/1/18 1:35,3030,34.051941,-118.24353,3022,34.04607,-118.233093,5716,0,One Way,Walk-up
65412483,14,1/1/18 1:19,1/1/18 1:33,3027,34.04998,-118.247162,3067,34.045181,-118.250237,6002,0,One Way,Walk-up
65412482,16,1/1/18 1:20,1/1/18 1:36,3030,34.051941,-118.24353,3022,34.04607,-118.233093,6228,0,One Way,Walk-up
65412481,14,1/1/18 1:21,1/1/18 1:35,3030,34.051941,-118.24353,3022,34.04607,-118.233093,6578,0,One Way,Walk-up
65418647,65,1/1/18 1:22,1/1/18 2:27,3063,34.049198,-118.252831,3045,34.028511,-118.256668,6676,0,One Way,Walk-up
65418646,63,1/1/18 1:24,1/1/18 2:27,3063,34.049198,-118.252831,3045,34.028511,-118.256668,12022,0,One Way,Walk-up
65412480,9,1/1/18 1:26,1/1/18 1:35,3030,34.051941,-118.24353,3022,34.04607,-118.233093,5815,0,One Way,Walk-up
65412479,24,1/1/18 1:32,1/1/18 1:56,4216,34.023392,-118.479637,4214,33.99556,-118.481552,12382,0,One Way,Walk-up
65418643,53,1/1/18 1:34,1/1/18 2:27,3063,34.049198,-118.252831,3045,34.028511,-118.256668,5849,0,One Way,Walk-up
65449581,358,1/1/18 1:56,1/1/18 7:54,3051,34.045422,-118.253517,3008,34.046612,-118.262733,6096,0,One Way,Walk-up
65418642,23,1/1/18 1:57,1/1/18 2:20,3077,34.039871,-118.250038,3063,34.049198,-118.252831,6185,0,One Way,Walk-up
65449580,357,1/1/18 1:57,1/1/18 7:54,3051,34.045422,-118.253517,3008,34.046612,-118.262733,6386,0,One Way,Walk-up
65418641,21,1/1/18 1:59,1/1/18 2:20,3077,34.039871,-118.250038,3063,34.049198,-118.252831,12325,0,One Way,Walk-up
65418640,38,1/1/18 2:02,1/1/18 2:40,3082,34.04652,-118.237411,3082,34.04652,-118.237411,6285,0,Round Trip,Walk-up
65418639,32,1/1/18 2:05,1/1/18 2:37,3082,34.04652,-118.237411,3082,34.04652,-118.237411,12311,0,Round Trip,Walk-up
65424812,59,1/1/18 2:05,1/1/18 3:04,3063,34.049198,-118.252831,3063,34.049198,-118.252831,6108,30,Round Trip,Monthly Pass
65418638,16,1/1/18 2:08,1/1/18 2:24,3026,34.063179,-118.24588,3077,34.039871,-118.250038,6727,30,One Way,Monthly Pass
65418637,15,1/1/18 2:09,1/1/18 2:24,4207,34.000881,-118.46891,4204,33.988419,-118.45163,12265,30,One Way,Monthly Pass
65418636,1,1/1/18 2:25,1/1/18 2:26,3005,34.0485,-118.258537,3005,34.0485,-118.258537,5960,30,Round Trip,Monthly Pass
65418635,21,1/1/18 2:26,1/1/18 2:47,3081,34.031891,-118.250183,3042,34.049301,-118.238808,5897,0,One Way,Walk-up
65418634,18,1/1/18 2:29,1/1/18 2:47,3081,34.031891,-118.250183,3042,34.049301,-118.238808,6252,0,One Way,Walk-up
65418633,3,1/1/18 2:40,1/1/18 2:43,3005,34.0485,-118.258537,3031,34.044701,-118.252441,5960,30,One Way,Monthly Pass
65418632,12,1/1/18 2:44,1/1/18 2:56,4155,34.147812,-118.132217,4155,34.147812,-118.132217,5768,0,Round Trip,Walk-up
65418631,9,1/1/18 2:45,1/1/18 2:54,3030,34.051941,-118.24353,3031,34.044701,-118.252441,6198,0,One Way,Walk-up
65418630,8,1/1/18 2:46,1/1/18 2:54,3030,34.051941,-118.24353,3031,34.044701,-118.252441,6102,0,One Way,Walk-up
65424802,24,1/1/18 3:17,1/1/18 3:41,4149,34.13821,-118.147079,4160,34.133011,-118.14856,6337,0,One Way,Walk-up
65424801,10,1/1/18 3:38,1/1/18 3:48,3081,34.031891,-118.250183,3056,34.03746,-118.265381,6647,0,One Way,Walk-up
65430980,7,1/1/18 3:53,1/1/18 4:00,4162,34.147499,-118.14801,4181,34.146221,-118.135262,12207,30,One Way,Monthly Pass
65430979,4,1/1/18 4:20,1/1/18 4:24,3051,34.045422,-118.253517,3029,34.048851,-118.246422,6672,0,One Way,Walk-up
65430978,3,1/1/18 4:31,1/1/18 4:34,3076,34.0406,-118.253838,3076,34.0406,-118.253838,5867,0,Round Trip,Walk-up
65430977,12,1/1/18 4:40,1/1/18 4:52,4176,34.137859,-118.122414,4177,34.144981,-118.13826,12352,30,One Way,Monthly Pass
65430976,4,1/1/18 4:51,1/1/18 4:55,4162,34.147499,-118.14801,4162,34.147499,-118.14801,6052,0,Round Trip,Walk-up
65620371,1440,1/1/18 4:53,1/2/18 9:48,4177,34.144981,-118.13826,4177,34.144981,-118.13826,6158,1,Round Trip,One Day Pass
65437160,11,1/1/18 5:22,1/1/18 5:33,3005,34.0485,-118.258537,3067,34.045181,-118.250237,6687,30,One Way,Monthly Pass
65437159,14,1/1/18 5:30,1/1/18 5:44,3029,34.048851,-118.246422,3022,34.04607,-118.233093,12032,0,One Way,Walk-up
65437158,19,1/1/18 5:32,1/1/18 5:51,4174,34.165291,-118.15097,4160,34.133011,-118.14856,6172,30,One Way,Monthly Pass
65437156,10,1/1/18 5:34,1/1/18 5:44,3029,34.048851,-118.246422,3022,34.04607,-118.233093,5759,0,One Way,Walk-up
65437157,14,1/1/18 5:34,1/1/18 5:48,3067,34.045181,-118.250237,3054,34.039219,-118.236488,6687,30,One Way,Monthly Pass
65443350,25,1/1/18 5:57,1/1/18 6:22,4153,34.156181,-118.166687,4147,34.145248,-118.15007,6034,1,One Way,One Day Pass
65443351,28,1/1/18 5:57,1/1/18 6:25,4153,34.156181,-118.166687,4147,34.145248,-118.15007,12120,1,One Way,One Day Pass
65443349,4,1/1/18 6:07,1/1/18 6:11,3023,34.050911,-118.240967,3022,34.04607,-118.233093,5930,30,One Way,Monthly Pass
65462020,186,1/1/18 6:10,1/1/18 9:16,4153,34.156181,-118.166687,4153,34.156181,-118.166687,6317,0,Round Trip,Walk-up
65443348,36,1/1/18 6:21,1/1/18 6:57,4152,34.149712,-118.160172,4176,34.137859,-118.122414,6600,0,One Way,Walk-up
65443347,35,1/1/18 6:22,1/1/18 6:57,4152,34.149712,-118.160172,4176,34.137859,-118.122414,12224,0,One Way,Walk-up
65443346,34,1/1/18 6:23,1/1/18 6:57,4152,34.149712,-118.160172,4176,34.137859,-118.122414,6367,0,One Way,Walk-up
65443344,9,1/1/18 6:25,1/1/18 6:34,3055,34.044159,-118.251579,3022,34.04607,-118.233093,6275,30,One Way,Monthly Pass
65443345,14,1/1/18 6:25,1/1/18 6:39,4147,34.145248,-118.15007,4167,34.143822,-118.154099,12120,1,One Way,One Day Pass
65443343,13,1/1/18 6:26,1/1/18 6:39,4147,34.145248,-118.15007,4167,34.143822,-118.154099,6034,1,One Way,One Day Pass
65443342,13,1/1/18 6:38,1/1/18 6:51,4174,34.165291,-118.15097,4170,34.160709,-118.132401,6321,0,One Way,Walk-up
65443341,10,1/1/18 6:43,1/1/18 6:53,3052,34.051102,-118.264557,3056,34.03746,-118.265381,6357,30,One Way,Monthly Pass
65449542,13,1/1/18 6:49,1/1/18 7:02,4181,34.146221,-118.135262,4167,34.143822,-118.154099,5856,0,One Way,Walk-up
65449541,35,1/1/18 6:54,1/1/18 7:29,4176,34.137859,-118.122414,4167,34.143822,-118.154099,12366,1,One Way,One Day Pass
65449540,33,1/1/18 6:56,1/1/18 7:29,4176,34.137859,-118.122414,4167,34.143822,-118.154099,6358,1,One Way,One Day Pass
65455758,53,1/1/18 7:14,1/1/18 8:07,3027,34.04998,-118.247162,3075,34.04211,-118.256187,6494,30,One Way,Monthly Pass
65455757,48,1/1/18 7:21,1/1/18 8:09,4214,33.99556,-118.481552,4214,33.99556,-118.481552,12259,0,Round Trip,Walk-up
65455756,45,1/1/18 7:24,1/1/18 8:09,4214,33.99556,-118.481552,4214,33.99556,-118.481552,12199,0,Round Trip,Walk-up
65449539,16,1/1/18 7:43,1/1/18 7:59,4144,34.142399,-118.132652,4167,34.143822,-118.154099,6195,0,One Way,Walk-up
65449538,10,1/1/18 7:46,1/1/18 7:56,4154,34.15612,-118.151192,4152,34.149712,-118.160172,12024,0,One Way,Walk-up
65449537,9,1/1/18 7:47,1/1/18 7:56,4154,34.15612,-118.151192,4152,34.149712,-118.160172,6446,30,One Way,Monthly Pass
65455752,21,1/1/18 7:47,1/1/18 8:08,4169,34.146961,-118.139839,4169,34.146961,-118.139839,5993,0,Round Trip,Walk-up
65455750,31,1/1/18 7:52,1/1/18 8:23,4162,34.147499,-118.14801,4176,34.137859,-118.122414,6052,30,One Way,Monthly Pass
65455751,21,1/1/18 7:52,1/1/18 8:13,4155,34.147812,-118.132217,4165,34.14175,-118.149063,5768,1,One Way,One Day Pass
65455749,29,1/1/18 7:53,1/1/18 8:22,4162,34.147499,-118.14801,4176,34.137859,-118.122414,12344,30,One Way,Monthly Pass
65455748,16,1/1/18 8:07,1/1/18 8:23,4152,34.149712,-118.160172,4146,34.147831,-118.145042,6446,0,One Way,Walk-up
65455747,15,1/1/18 8:08,1/1/18 8:23,4152,34.149712,-118.160172,4146,34.147831,-118.145042,12024,0,One Way,Walk-up
65461996,63,1/1/18 8:11,1/1/18 9:14,4215,34.014309,-118.491341,4215,34.014309,-118.491341,12347,0,Round Trip,Walk-up
65461994,60,1/1/18 8:12,1/1/18 9:12,4152,34.149712,-118.160172,4152,34.149712,-118.160172,12151,0,Round Trip,Walk-up
65461995,107,1/1/18 8:12,1/1/18 9:59,4212,33.988129,-118.471741,4215,34.014309,-118.491341,12023,0,One Way,Walk-up
65461992,59,1/1/18 8:13,1/1/18 9:12,4152,34.149712,-118.160172,4152,34.149712,-118.160172,6091,0,Round Trip,Walk-up
65461993,106,1/1/18 8:13,1/1/18 9:59,4212,33.988129,-118.471741,4215,34.014309,-118.491341,12054,0,One Way,Walk-up
65461991,59,1/1/18 8:16,1/1/18 9:15,4214,33.99556,-118.481552,4214,33.99556,-118.481552,12259,0,Round Trip,Walk-up
65455745,20,1/1/18 8:28,1/1/18 8:48,4154,34.15612,-118.151192,4163,34.150471,-118.132019,5892,0,One Way,Walk-up
65455744,19,1/1/18 8:29,1/1/18 8:48,4154,34.15612,-118.151192,4163,34.150471,-118.132019,5898,0,One Way,Walk-up
65455743,10,1/1/18 8:33,1/1/18 8:43,3042,34.049301,-118.238808,3058,34.035801,-118.23317,6177,30,One Way,Monthly Pass
65461986,26,1/1/18 8:39,1/1/18 9:05,4130,33.719261,-118.282722,4130,33.719261,-118.282722,6661,0,Round Trip,Walk-up
65461985,25,1/1/18 8:41,1/1/18 9:06,4142,34.144588,-118.144592,4155,34.147812,-118.132217,6607,1,One Way,One Day Pass
65487784,282,1/1/18 8:45,1/1/18 13:27,4142,34.144588,-118.144592,4149,34.13821,-118.147079,5869,0,One Way,Walk-up
65474753,158,1/1/18 8:46,1/1/18 11:24,4147,34.145248,-118.15007,4167,34.143822,-118.154099,5998,0,One Way,Walk-up
65474752,157,1/1/18 8:47,1/1/18 11:24,4147,34.145248,-118.15007,4167,34.143822,-118.154099,6594,0,One Way,Walk-up
65487782,280,1/1/18 8:47,1/1/18 13:27,4142,34.144588,-118.144592,4149,34.13821,-118.147079,5719,0,One Way,Walk-up
65461984,16,1/1/18 8:48,1/1/18 9:04,4163,34.150471,-118.132019,4150,34.15427,-118.142151,6433,0,One Way,Walk-up
65455742,4,1/1/18 8:49,1/1/18 8:53,3067,34.045181,-118.250237,3062,34.047749,-118.243172,12132,30,One Way,Monthly Pass
65461982,9,1/1/18 8:52,1/1/18 9:01,4155,34.147812,-118.132217,4162,34.147499,-118.14801,12302,0,One Way,Walk-up
65461981,31,1/1/18 8:53,1/1/18 9:24,3065,34.060558,-118.238327,3063,34.049198,-118.252831,5971,0,One Way,Walk-up
65461980,30,1/1/18 8:54,1/1/18 9:24,3065,34.060558,-118.238327,3063,34.049198,-118.252831,12015,0,One Way,Walk-up
65461979,44,1/1/18 9:04,1/1/18 9:48,3064,34.04681,-118.256981,3064,34.04681,-118.256981,5825,30,Round Trip,Monthly Pass
65461978,5,1/1/18 9:12,1/1/18 9:17,3064,34.04681,-118.256981,3056,34.03746,-118.265381,6369,30,One Way,Monthly Pass
65461976,19,1/1/18 9:16,1/1/18 9:35,3029,34.048851,-118.246422,3074,34.04417,-118.261169,6220,30,One Way,Monthly Pass
65461977,11,1/1/18 9:16,1/1/18 9:27,3049,34.056969,-118.253593,3064,34.04681,-118.256981,6221,30,One Way,Monthly Pass
65461975,5,1/1/18 9:17,1/1/18 9:22,4149,34.13821,-118.147079,4142,34.144588,-118.144592,6612,0,One Way,Walk-up
65461974,35,1/1/18 9:18,1/1/18 9:53,4165,34.14175,-118.149063,4152,34.149712,-118.160172,6378,0,One Way,Walk-up
65461973,35,1/1/18 9:19,1/1/18 9:54,4165,34.14175,-118.149063,4152,34.149712,-118.160172,6187,0,One Way,Walk-up
65461972,23,1/1/18 9:23,1/1/18 9:46,4165,34.14175,-118.149063,4165,34.14175,-118.149063,12346,0,Round Trip,Walk-up
65461971,18,1/1/18 9:25,1/1/18 9:43,4165,34.14175,-118.149063,4165,34.14175,-118.149063,6257,0,Round Trip,Walk-up
65461969,15,1/1/18 9:26,1/1/18 9:41,4169,34.146961,-118.139839,4152,34.149712,-118.160172,12334,0,One Way,Walk-up
65461970,18,1/1/18 9:26,1/1/18 9:44,4165,34.14175,-118.149063,4165,34.14175,-118.149063,6211,0,Round Trip,Walk-up
65461967,17,1/1/18 9:27,1/1/18 9:44,4165,34.14175,-118.149063,4165,34.14175,-118.149063,6004,0,Round Trip,Walk-up
65461968,15,1/1/18 9:27,1/1/18 9:42,4169,34.146961,-118.139839,4152,34.149712,-118.160172,6484,0,One Way,Walk-up
65461965,13,1/1/18 9:28,1/1/18 9:41,4169,34.146961,-118.139839,4152,34.149712,-118.160172,6519,0,One Way,Walk-up
65461966,18,1/1/18 9:28,1/1/18 9:46,4146,34.147831,-118.145042,4153,34.156181,-118.166687,12208,0,One Way,Walk-up
65461964,17,1/1/18 9:29,1/1/18 9:46,4146,34.147831,-118.145042,4153,34.156181,-118.166687,12024,0,One Way,Walk-up
65461963,19,1/1/18 9:33,1/1/18 9:52,4152,34.149712,-118.160172,4153,34.156181,-118.166687,6091,0,One Way,Walk-up
65461962,18,1/1/18 9:34,1/1/18 9:52,4152,34.149712,-118.160172,4153,34.156181,-118.166687,6452,0,One Way,Walk-up
65468314,41,1/1/18 9:42,1/1/18 10:23,4131,33.738979,-118.279266,4131,33.738979,-118.279266,12155,0,Round Trip,Walk-up
65461961,4,1/1/18 9:48,1/1/18 9:52,3064,34.04681,-118.256981,3075,34.04211,-118.256187,5852,30,One Way,Monthly Pass
65468300,10,1/1/18 9:54,1/1/18 10:04,4152,34.149712,-118.160172,4153,34.156181,-118.166687,5746,0,One Way,Walk-up
65468299,9,1/1/18 9:55,1/1/18 10:04,4152,34.149712,-118.160172,4153,34.156181,-118.166687,12151,0,One Way,Walk-up
65494374,302,1/1/18 9:56,1/1/18 14:58,4152,34.149712,-118.160172,4150,34.15427,-118.142151,6629,0,One Way,Walk-up
65468294,7,1/1/18 9:57,1/1/18 10:04,4152,34.149712,-118.160172,4153,34.156181,-118.166687,6309,0,One Way,Walk-up
65468293,6,1/1/18 9:58,1/1/18 10:04,4152,34.149712,-118.160172,4153,34.156181,-118.166687,6100,0,One Way,Walk-up
65468292,5,1/1/18 9:59,1/1/18 10:04,4152,34.149712,-118.160172,4153,34.156181,-118.166687,12234,0,One Way,Walk-up
65474705,102,1/1/18 10:00,1/1/18 11:42,4153,34.156181,-118.166687,4152,34.149712,-118.160172,12024,0,One Way,Walk-up
65468289,14,1/1/18 10:04,1/1/18 10:18,4152,34.149712,-118.160172,3000,,,6537,1,One Way,One Day Pass
65468288,16,1/1/18 10:05,1/1/18 10:21,4152,34.149712,-118.160172,3000,,,6133,1,One Way,One Day Pass
65468286,3,1/1/18 10:07,1/1/18 10:10,3025,34.03286,-118.268082,3057,34.035679,-118.270813,6385,30,One Way,Monthly Pass
65468282,4,1/1/18 10:09,1/1/18 10:13,3049,34.056969,-118.253593,3069,34.05088,-118.248253,5772,30,One Way,Monthly Pass
65468283,3,1/1/18 10:09,1/1/18 10:12,4142,34.144588,-118.144592,4151,34.142361,-118.14151,5842,0,One Way,Walk-up
65468279,21,1/1/18 10:11,1/1/18 10:32,4167,34.143822,-118.154099,4181,34.146221,-118.135262,5856,0,One Way,Walk-up
65468278,5,1/1/18 10:13,1/1/18 10:18,4142,34.144588,-118.144592,4149,34.13821,-118.147079,6475,0,One Way,Walk-up
65468275,25,1/1/18 10:15,1/1/18 10:40,4210,33.984341,-118.47155,4210,33.984341,-118.47155,12046,0,Round Trip,Walk-up
65468276,26,1/1/18 10:15,1/1/18 10:41,4130,33.719261,-118.282722,4130,33.719261,-118.282722,5027,0,Round Trip,Walk-up
65468272,12,1/1/18 10:16,1/1/18 10:28,4152,34.149712,-118.160172,4154,34.15612,-118.151192,6187,0,One Way,Walk-up
65474685,66,1/1/18 10:16,1/1/18 11:22,4210,33.984341,-118.47155,4210,33.984341,-118.47155,12113,0,Round Trip,Walk-up
65468270,22,1/1/18 10:17,1/1/18 10:39,4170,34.160709,-118.132401,4142,34.144588,-118.144592,6321,30,One Way,Monthly Pass
65468271,11,1/1/18 10:17,1/1/18 10:28,4152,34.149712,-118.160172,4154,34.15612,-118.151192,6378,30,One Way,Monthly Pass
65521798,479,1/1/18 10:20,1/1/18 18:19,4152,34.149712,-118.160172,3000,,,6484,0,One Way,Walk-up
65468261,15,1/1/18 10:21,1/1/18 10:36,3052,34.051102,-118.264557,3042,34.049301,-118.238808,6227,30,One Way,Monthly Pass
65521795,477,1/1/18 10:21,1/1/18 18:18,4152,34.149712,-118.160172,3000,,,12334,0,One Way,Walk-up
65468257,8,1/1/18 10:22,1/1/18 10:30,4142,34.144588,-118.144592,4157,34.140999,-118.132088,6140,0,One Way,Walk-up
65468250,13,1/1/18 10:24,1/1/18 10:37,4147,34.145248,-118.15007,4160,34.133011,-118.14856,6652,0,One Way,Walk-up
65528794,534,1/1/18 10:25,1/1/18 19:19,4147,34.145248,-118.15007,3000,,,6365,0,One Way,Walk-up
65468243,10,1/1/18 10:26,1/1/18 10:36,3035,34.048401,-118.260948,3049,34.056969,-118.253593,12434,30,One Way,Monthly Pass
65468244,19,1/1/18 10:26,1/1/18 10:45,4147,34.145248,-118.15007,4165,34.14175,-118.149063,12370,0,One Way,Walk-up
65468239,15,1/1/18 10:28,1/1/18 10:43,4151,34.142361,-118.14151,4144,34.142399,-118.132652,12362,0,One Way,Walk-up
65468235,12,1/1/18 10:29,1/1/18 10:41,3067,34.045181,-118.250237,3047,34.039982,-118.266403,5920,30,One Way,Monthly Pass
65468234,13,1/1/18 10:30,1/1/18 10:43,4151,34.142361,-118.14151,4144,34.142399,-118.132652,12273,0,One Way,Walk-up
65468229,14,1/1/18 10:32,1/1/18 10:46,4142,34.144588,-118.144592,4176,34.137859,-118.122414,6288,1,One Way,One Day Pass
65481112,93,1/1/18 10:32,1/1/18 12:05,4212,33.988129,-118.471741,4212,33.988129,-118.471741,12005,0,Round Trip,Walk-up
65468227,13,1/1/18 10:33,1/1/18 10:46,4142,34.144588,-118.144592,4176,34.137859,-118.122414,5981,1,One Way,One Day Pass
65468226,17,1/1/18 10:34,1/1/18 10:51,3049,34.056969,-118.253593,3010,34.037048,-118.254868,5805,30,One Way,Monthly Pass
65474636,37,1/1/18 10:35,1/1/18 11:12,4147,34.145248,-118.15007,4147,34.145248,-118.15007,12079,0,Round Trip,Walk-up
65481105,89,1/1/18 10:36,1/1/18 12:05,4212,33.988129,-118.471741,4212,33.988129,-118.471741,12217,0,Round Trip,Walk-up
65468219,5,1/1/18 10:38,1/1/18 10:43,3046,34.05302,-118.247948,3049,34.056969,-118.253593,5982,30,One Way,Monthly Pass
65474629,34,1/1/18 10:38,1/1/18 11:12,4147,34.145248,-118.15007,4147,34.145248,-118.15007,6174,0,Round Trip,Walk-up
65474625,34,1/1/18 10:39,1/1/18 11:13,4147,34.145248,-118.15007,4147,34.145248,-118.15007,12425,0,Round Trip,Walk-up
65474622,30,1/1/18 10:41,1/1/18 11:11,4162,34.147499,-118.14801,4165,34.14175,-118.149063,12302,0,One Way,Walk-up
65474618,31,1/1/18 10:43,1/1/18 11:14,3006,34.04554,-118.256668,3034,34.042061,-118.263382,6706,0,One Way,Walk-up
65474620,28,1/1/18 10:43,1/1/18 11:11,4162,34.147499,-118.14801,4165,34.14175,-118.149063,6559,0,One Way,Walk-up
65474616,22,1/1/18 10:44,1/1/18 11:06,4162,34.147499,-118.14801,4153,34.156181,-118.166687,5752,0,One Way,Walk-up
65474617,30,1/1/18 10:44,1/1/18 11:14,3006,34.04554,-118.256668,3034,34.042061,-118.263382,5718,0,One Way,Walk-up
65474615,21,1/1/18 10:45,1/1/18 11:06,4162,34.147499,-118.14801,4153,34.156181,-118.166687,5950,0,One Way,Walk-up
65474614,16,1/1/18 10:47,1/1/18 11:03,4169,34.146961,-118.139839,4147,34.145248,-118.15007,5993,0,One Way,Walk-up
65474613,15,1/1/18 10:48,1/1/18 11:03,4169,34.146961,-118.139839,4147,34.145248,-118.15007,5808,0,One Way,Walk-up
65474612,69,1/1/18 10:50,1/1/18 11:59,4162,34.147499,-118.14801,4165,34.14175,-118.149063,6352,0,One Way,Walk-up
65474611,68,1/1/18 10:51,1/1/18 11:59,4162,34.147499,-118.14801,4165,34.14175,-118.149063,12040,0,One Way,Walk-up
65474609,4,1/1/18 10:56,1/1/18 11:00,4144,34.142399,-118.132652,4144,34.142399,-118.132652,12167,1,Round Trip,One Day Pass
65474610,53,1/1/18 10:56,1/1/18 11:49,3064,34.04681,-118.256981,3064,34.04681,-118.256981,5905,0,Round Trip,Walk-up
65481075,87,1/1/18 10:56,1/1/18 12:23,4210,33.984341,-118.47155,4214,33.99556,-118.481552,12046,0,One Way,Walk-up
65474607,56,1/1/18 10:57,1/1/18 11:53,4212,33.988129,-118.471741,4212,33.988129,-118.471741,12174,0,Round Trip,Walk-up
65474608,52,1/1/18 10:57,1/1/18 11:49,3064,34.04681,-118.256981,3064,34.04681,-118.256981,12002,0,Round Trip,Walk-up
65481073,81,1/1/18 10:57,1/1/18 12:18,4210,33.984341,-118.47155,4214,33.99556,-118.481552,12381,0,One Way,Walk-up
65481071,75,1/1/18 10:59,1/1/18 12:14,4147,34.145248,-118.15007,4147,34.145248,-118.15007,12135,0,Round Trip,Walk-up
